epoch,binary_violence_out_loss,loss,protest_out_loss,val_binary_violence_out_loss,val_loss,val_protest_out_loss,val_violence_out_loss,violence_out_loss
0,0.1285837467944016,1.3098075152936992,0.6011303206035923,0.2133710701168174,2.5254229166808795,1.2307499332842973,0.022781764146786045,0.006575846031107563
1,0.09537247094022205,1.0489840429776893,0.5178563774718239,0.08565164201235773,0.9855998976238759,0.5091923407116847,0.004814934808325417,0.005426531241570784
2,0.08865584781846722,1.0009740431515122,0.5072755066164534,0.08482005828299428,0.9716135092562783,0.49863749742507935,0.004887572194766666,0.005041929770714247
3,0.08735535823228112,0.9859504078881888,0.4993817548613342,0.0843448727538593,0.9552491266572841,0.48500562944916736,0.004851913366783823,0.004979186287934198
4,0.08670921483000056,0.9776382002648568,0.4939480546463052,0.08345243002965906,0.9403511790285338,0.47439220252704295,0.0048696826746108795,0.005014407192569031
5,0.08758636183000777,0.9758418374493345,0.48794558987123277,0.08387321618078117,0.9292874389134169,0.4614145221767165,0.0048506834831107855,0.004996443647442593
6,0.08797579190262458,0.9728239572061764,0.4831745180222874,0.08261997224452361,0.9034290073674693,0.441991832170877,0.004833731328001335,0.004977047985324431
7,0.08726620418814462,0.9602164255798813,0.47441294853806765,0.08351986496446291,0.9031214585890135,0.4371014857861776,0.0048420645468216705,0.004947245480192524
8,0.08619206049028054,0.95362948101854,0.47294677763430565,0.08180979472455527,0.8786963507177074,0.4215590046025787,0.00480883745820287,0.00497224012317583
9,0.08675550424932313,0.9495813534648109,0.4662348242277165,0.08275759704259283,0.89425966072408,0.43228472652288835,0.004818694979515016,0.004956900854464403
10,0.08706900813130317,0.9487362066474754,0.463804870979661,0.08211045389328303,0.889559261526264,0.4307935036489988,0.004821348696674535,0.00495862948645189
11,0.0860638965158772,0.9396770919306131,0.46009471231821186,0.0820001510354064,0.8703737476579972,0.4127130465702799,0.004765994221138142,0.004926289824735355
12,0.0866266196404764,0.9415403635735392,0.4592557535899256,0.08195636387788102,0.869860217432927,0.4126137245840587,0.00474646751665186,0.004915151186821084
13,0.08609666562519695,0.9395366361648998,0.459912538783018,0.08114460273446393,0.8696165399136396,0.41623233680839017,0.004766119012502642,0.004914076884419966
14,0.08591725745456194,0.938110354481634,0.45921067492972745,0.08174895596929695,0.8618498678500335,0.40637073571771487,0.00467343510779371,0.004931339035668529
15,0.0854910640581602,0.9320572263355407,0.4557061247816118,0.080709108736743,0.868714113894583,0.4178096525396503,0.004735892078240876,0.0048895779437690325
16,0.08512420405193925,0.9311027205750719,0.45639016316325354,0.08002520006176261,0.859794247170764,0.4125201983358266,0.00471480502244387,0.004909153670316657
17,0.08597390028034296,0.9343171165513557,0.45559790479295076,0.08028925044036982,0.8609237790921442,0.4122833463112242,0.004719417960599141,0.004884971090581704
18,0.08563433880736723,0.93395810850932,0.4569010988964035,0.08047901149623846,0.8604980704117147,0.41114896266330225,0.004695405054212875,0.00488853155022592
19,0.08468457867161609,0.9279420950825502,0.45553110881044545,0.07996727728384256,0.8568080482629379,0.41016087734455137,0.004681078051300338,0.004898809295244184
20,0.08573463653661224,0.9325482038810747,0.4552304139509288,0.07988548645337298,0.856155647657837,0.4099419791340421,0.004678623805040296,0.004864460874089265
21,0.08482569452599369,0.9297016099400836,0.4567628305973931,0.07968197923523179,0.8528143572319082,0.40769645368279855,0.004670800716372258,0.004881030792487252
22,0.08530753201131872,0.9318543412894486,0.4563386194696459,0.07938051140515177,0.8523288260344353,0.4088506769808486,0.004657559429470977,0.004897806002045897
23,0.0841647195465294,0.927709285925081,0.45787703705811555,0.07933893064298433,0.8534648056323211,0.4102481897577084,0.004652196420344711,0.0049008651840847794
24,0.08463904781187877,0.9292929349361085,0.45712101686924084,0.07951437350426936,0.8523281097615538,0.4081505254775591,0.004660571683472366,0.004897668007195074
25,0.08538386916421768,0.9302612969774863,0.45485890833215453,0.07925062119020752,0.8521342719984543,0.4093775168925829,0.004650364922452559,0.004848304210244763
26,0.08489533820123091,0.9263761635861255,0.4533342700409183,0.07933377840439422,0.8522677881318962,0.40907110507781186,0.004652779002347326,0.00485652026795657
27,0.08506698240546555,0.9285865271281545,0.4544523163170369,0.07920675858283929,0.8512281238422459,0.4087820983787446,0.004641223439800556,0.0048799296629011574
28,0.08383485542318968,0.919471695238474,0.4517733449443055,0.07914815583772537,0.8510500017693425,0.4089652286149536,0.0046343994492771415,0.004852407328525382
29,0.0852446499076903,0.9284601927754005,0.4534694324152073,0.0791448894828488,0.8505117107983742,0.4083293509056137,0.004645791427536673,0.004876751221212822
30,0.08458776513043884,0.9241817067451521,0.4525469216880874,0.07915450469550227,0.8508969097820972,0.4086853499705474,0.004643903715149006,0.004869595960730364
31,0.08426030846057386,0.9239798927497213,0.45402083393177844,0.07923654242181138,0.8518871056748738,0.4092895248237323,0.004641487010049001,0.004865751633312392
32,0.0849225963253655,0.9261251057674239,0.4527468034373872,0.07916166064123663,0.8520606252723993,0.40988711692367397,0.004636520600806979,0.004876532108616561
33,0.08404051966048047,0.9231561297436238,0.454577573746918,0.07910900837033795,0.8514187080664847,0.40947023313810393,0.004640343558494599,0.004837595805604539
34,0.08399856916430802,0.9227047611817141,0.4537949108249234,0.07927604998364192,0.8522281506362629,0.40940111626333753,0.004644678389882421,0.004891700482403394
35,0.08493529792751327,0.9261020627000066,0.45258150797905844,0.07925616526131551,0.8527269792638135,0.4100021775875482,0.004644397766676607,0.004884406532970276
36,0.08511107113075894,0.9287925570999571,0.45455609523353924,0.07898852409382537,0.8505490909460869,0.40917848950766866,0.004642797964776043,0.004868110818581566
37,0.0842432274413068,0.9254031220030947,0.45547053143212357,0.07916381508278066,0.8520379152924534,0.4097223848918192,0.004649645617309602,0.004871645158888724
38,0.08438536699156282,0.9256307169082224,0.4547060836522346,0.0789832853725574,0.8502018833119714,0.4089148599438293,0.004637059510078396,0.004899779849881699
39,0.08529978841295897,0.9292387990514347,0.4538816560170102,0.07912105080033541,0.851187870770998,0.4091512783598981,0.004643133843838914,0.004885820236601596
40,0.083863271416767,0.9217750960982198,0.45364396523573947,0.07917699581146455,0.8516850797999841,0.40931643372713095,0.004648366512106128,0.004881477298581382
41,0.08515181393703458,0.927418453444924,0.4532172052117578,0.07916035994595748,0.8513510940221389,0.40910685871038016,0.004644243612030439,0.004844217708411628
42,0.0843706006074897,0.9226002722707044,0.45249162624528577,0.07929693765455964,0.8527096041030038,0.40970698375343867,0.0046517932914680584,0.004825564336307068
43,0.08402021976949811,0.9190532146594519,0.45017457285000684,0.0792048411263369,0.8517551852371099,0.4092499310652957,0.004648104751162364,0.0048777542755807
44,0.08489181694217572,0.9262120590326727,0.4533246583337121,0.07926362795228449,0.8520058298883991,0.4092248308984086,0.004646285850162945,0.004842831809777747
45,0.08504109631227137,0.9278199900798754,0.4537860798672826,0.07912250812945015,0.8510443096274809,0.40898850097387723,0.00464432674657582,0.004882842882111793
46,0.08447034736767854,0.9252890166158285,0.4543219420015133,0.07907137492513505,0.8513268572071714,0.4095031639923415,0.004646681869460537,0.004861533864104806
47,0.08417961456343395,0.9239149903857355,0.45425381652315006,0.07919905096992608,0.8516058053172896,0.4092590709696858,0.004635147926291934,0.004876310131580204
48,0.08515858091519368,0.9296368486110062,0.45527747441465055,0.07915494822754807,0.8513454753180819,0.409161288380216,0.00464094451524527,0.004856647075898256
